Brand Name,Slug,Redemption Type,Discount % (Credit/Debit Card),Discount % (Net Banking),Discount % (UPI),Discount % (Paytm UPI),Discount % (Amazon Pay),Denominations Available,Online/Offline,How to Redeem,T&Cs Summary
Archies Gallery,archies-gallery,B,12,12,15,15,,100 / 250 / 500 / 1000 / 2000 / 5000 / 100-10000 (custom),Both,,Archies Insta Gift Vouchers are accepted both at outlets and online. Multiple Vouchers can be used against one bill. Partial Redemption of Gift Voucher is not allowed at the outlet.
Bata,bata,OFF,5,5,7,7,5,2000 / 3000 / 4000 / 5000 / 2000-5000 (custom) / 100-10000 (custom),Offline,,Gift Voucher/ e-Pay is ACCEPTED at all Listed Outlets. Gift Voucher/ e-Pay CANNOT be used Online. Gift Voucher/e-Pay CAN be used during the Sale. Multiple Gift Vouchers CAN be combined & added to the e-Pay balance.
TGIF,tgif,OFF,5,,6,6,,100 / 500 / 1000 / 2000 / 5000 / 100-10000 (custom),Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be used during Happy Hours. Gift Vouchers CANNOT be used for Meal Combos. Gift Vouchers are ACCEPTED at all Listed Outlets.
Pizza Hut,pizza-hut,B,7,7,8.5,8.5,,100 / 250 / 500 / 1000 / 2000,Both,,"Accepted at all listed stores, the mobile app, and www.pizzahut.co.in. Use up to 5 GVs/GCs in-store, but only 1 for online/mobile purchases. This is a one-time use GV/GC."
Costa Coffee,costa-coffee,OFF,1,1,3,3,,100 / 250 / 500 / 1000,Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers are ACCEPTED at all Listed Outlets.
KFC,kfc,B,2,,3,3,,500 / 1000,Both,,Gift Vouchers are accepted at all Listed Outlets and on the website at online.kfc.co.in/home Single GV / GC can be used in one bill against online redemption. Multiple Gift Vouchers CAN be used in one bill at the outlet (offline redemption). This is a ONE time use GV / GC.
Ferns N Petals,ferns-n-petals,ON,16,16,18,18,16,500 / 1000 / 2000,Online,,Gift Vouchers CAN be redeemed ONLY on https://www.fnp.com/ & App. Only one Gift Vouchers CAN be used against one bill. Gift Vouchers CANNOT be used multiple times. Gift Vouchers CANNOT be used directly at FnP Outlets.
Baskin Robbins,baskin-robbins,OFF,15,15,17,17,15,50 / 250 / 500 / 100-10000 (custom),Offline,,Gift Vouchers CANNOT be used Online. Multiple GVs CAN be combined and added to the e-Pay balance. Gift Vouchers are ACCEPTED at all Listed Outlets.
Hidesign,hidesign,B,7.5,,9,9,,250 / 500 / 1000 / 2000 / 5000 / 100-10000 (custom),Both,,Gift Vouchers CANNOT be used Online. Gift Vouchers CAN be used during Sale Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers are ACCEPTED at all Listed Outlets.
Croma,croma,B,1,1,2,2,,500 / 2000 / 3000 / 10000,Both,,GV/GC can be accepted at all Listed Outlets and on the website at https://www.croma.com/. Maximum 5 vouchers can be used in one bill on Croma website. Multiple Gift Vouchers CAN be used in one bill at the Stores. Gift Vouchers CAN be used to buy discounted products.
Home Centre,home-centre,OFF,03-Apr,2,4.5,4.5,2,1000 / 2000,Offline,,Gift Vouchers CAN be used to buy discounted products. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers are ACCEPTED at all Listed Outlets. Gift Vouchers CANNOT be used online .
Levis,levis,B,0,0,0,,0,250 / 500 / 1000 / 2000 / 5000 / 100-10000 (custom),Both,,GV/GC CAN be used Online & at listed stores. GV/GC will not be accepted on Discounted Articles during EOSS/Sale Period Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers are ACCEPTED at selected Levi's Outlets.
PANTALOONS,pantaloons,OFF,5,5,7,7,5,500 / 1000 / 2000 / 5000 / 7500 / 100-10000 (custom),Offline,"GV/GC can only be redeemed only AFTER 4 HOURS from the time of purchase, across listed Pantaloons outlets.",GV/GC can be redeemed for any product at participating pantaloons stores across India. More than one GV / GC can be used in one bill. Pantaloons GV / GC can be used during sale. Pantaloons E-Gift voucher is not valid at shop-in-shops & on jewellery.
The Raymond Shop,the-raymond-shop,OFF,8,,10,10,8,500 / 1000 / 2000 / 5000 / 100-10000 (custom) / 100-20000 (custom),Offline,,Gift Voucher/ e-Pay is ACCEPTED at all Listed Outlets. Gift Voucher/ e-Pay CANNOT be used Online. Gift Voucher/e-Pay CAN be used during the Sale. Multiple Gift Vouchers CAN be combined & added to the e-Pay balance. Gift Voucher/ e-Pay CANNOT be used on discounted products during EOSS.
Bobbi Brown,bobbi-brown,OFF,8.5,8.5,10,10,8.5,1000 / 2000,Offline,,Gift Vouchers CAN Only be used at listed outlets Gift Vouchers CAN be used to buy discounted products Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CANNOT be used Online
Mac,mac,OFF,8,8,10,,8,,Offline,,Gift Vouchers CAN Only be used at listed outlets Gift Vouchers CAN be used to buy discounted products Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CANNOT be used Online
Mainland China,mainland-china,OFF,0,0,0,,0,250 / 500 / 1000 / 2000 / 5000,Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CANNOT be used for Meal Combos. Gift Vouchers are ACCEPTED at all Listed Outlets.
SIGREE,sigree,OFF,0,0,0,,0,250 / 500 / 1000 / 2000 / 5000,Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CANNOT be used for Meal Combos. Gift Vouchers are ACCEPTED at all Listed Outlets.
Oh! Calcutta,oh-calcutta,OFF,0,0,0,,0,250 / 500 / 1000 / 2000 / 5000,Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CANNOT be used for Meal Combos. Gift Vouchers are ACCEPTED at all Listed Outlets.
Sweet Bengal,sweet-bengal,OFF,10,10,12,12,10,250 / 500,Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CANNOT be used for Meal Combos. Gift Vouchers are ACCEPTED at all Listed Outlets.
Myntra,myntra,ON,2,2,4.5,4.5,,100 / 250 / 500 / 1000 / 2000 / 3000 / 5000 / 7500 / 10000,Online,,Gift Vouchers CAN be used Online at myntra.com & Myntra App Multiple Gift Voucher CAN be used in one bill. Gift Vouchers CAN be used to buy discounted products.
Titan,titan,OFF,8,8,8,8,8,100-10000 (custom),Offline,The gift voucher can only be redeemed after 8-hour period from the time of its issuance.,"This Voucher can be redeemed at all company authorized TITAN WORLD Stores. Multiple vouchers (upto 5) can be used against single transaction. The gift voucher can only be redeemed after 8 hour period from the time of its issuance. Gift Vouchers CANNOT be used Online. Voucher partial redemption is not allowed, single time usage only. Voucher is not applicable on discounted products and cannot be clubbed with any other offer in the store. Voucher cannot be redeemed for Titan Nebula collection of Watches."
Fastrack,fastrack,OFF,7,7,8,8,7,500 / 1000 / 2000 / 5000,Offline,,This voucher can be redeemed at all company authorized FASTRACK Stores. Voucher Partial redemption is not allowed and is redeemable only once. Voucher is not applicable on discounted products and cannot be clubbed with any other offer in the store. Multiple vouchers (upto 5) can be used against single transaction Gift Vouchers CANNOT be used Online.
Westside,westside,OFF,0,0,0,,0,250 / 500 / 1000 / 2000 / 5000,Offline,,The GV/GC can be used at all listed Westside stores. The GV/GC CANNOT be used Online. Multiple GV can be used in one bill/transaction. GV/GC can be used during sale and existing offers in the store.
Prestige,prestige,B,0,0,0,,0,100-10000 (custom),Both,,"Gift Vouchers CAN be used to buy discounted products. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers are ACCEPTED at prestige.com & all Listed Outlets. Please visit the listed outlet and share the voucher code with the cashier at the time of billing. To use the Voucher code on the website, add the voucher code to your E-Pay balance."
William Penn,william-penn,OFF,5,5,6,6,5,1000 / 2000 / 5000 / 100-10000 (custom),Offline,,Multiple Gift Cards CAN be used in one bill Gift Cards CAN be used during sale Gift Cards are ACCEPTED all listed outlet Gift Cards CANNOT be redeemed Online
Woodland,woodland,B,7,7,10,10,7,250 / 500 / 1000 / 2000 / 5000 / 100-10000 (custom),Both,,"Gift Vouchers are ACCEPTED on the website all listed outlets. Gift Vouchers CAN be used during Sale. More than one GV / GC can be used in one bill. Once the Vouchers are added to e-Pay online, they cannot be used in Retail Stores."
Hush Puppies,hush-puppies,OFF,5,5,7,7,,3000 / 4000 / 5000 / 6000 / 7000 / 7500 / 100-10000 (custom),Offline,,Gift Vouchers are ACCEPTED at all Listed Outlets. Gift Vouchers CAN be used during Sale. A maximum of 7 Gift Vouchers CAN be used in one bill.
Lifestyle,lifestyle,OFF,2,2,4.5,4.5,2,1000 / 5000,Offline,,"Gift Vouchers CAN be used to buy discounted products. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be used at all Listed Outlets. Gift Vouchers CANNOT be used Online at lifestylestores.com, maxfashion.com & homecentre.com"
Shoppers Stop,shoppers-stop,B,0,0,0,,0,2000 / 5000 / 10000,Both,,Gift Vouchers CAN be used both ONLINE and OFFLINE . Gift Vouchers CAN be used to buy discounted products. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers are ACCEPTED at all Listed Outlets.
Tanishq,tanishq,OFF,0,,0,,,500 / 1000 / 2000 / 5000 / 10000,Offline,,10 vouchers can be used in a single transaction. Gift Vouchers CAN be clubbed with on-going promotions/offers. Gift Vouchers are ACCEPTED at only listed Tanishq Outlets. Gift Vouchers are ACCEPTED only on Gold Coins/Jewellery. Gift Vouchers CANNOT be used Online. Cashback offer is not applicable on Tanishq brand
Helios,helios,OFF,5,5,5,5,5,500 / 1000 / 2000 / 5000,Offline,,Gift Vouchers CAN be used at all company authorized HELIOS Stores. Gift Vouchers CANNOT be used during sale. Voucher cannot be redeemed for Smart Wearable products & Titan Nebula collection of Watches. Maximum 5 Gift Vouchers be used in single bill. Gift Vouchers CANNOT be used Online. Gift Vouchers minimum denomination would be 500. Helios Voucher is not applicable on discounted products and cannot be clubbed with any other offer in the store.
Titan Eye Plus,titan-eye-plus,OFF,5,5,5,5,5,500 / 2000,Offline,,Gift Vouchers CAN be used at all listed outlets Gift Vouchers CANNOT be used during sale Maximum 5 Gift Vouchers be used in one bill. Gift Vouchers CANNOT be used Online
Amazon,amazon,ON,0,,0,,,250 / 500 / 1000 / 1500 / 2000 / 2500 / 3000 / 5000 / 10000,Online,,"Amazon Pay Gift Cards are valid for 365 days from the date of purchase and carry no fees Receiver can apply the 14 digit alpha-numeric code (for e.g. 8U95-Y3E8CQ-29MPQ) on amazon.in/addgiftcard and add the Amazon Pay balance in their account Amazon Pay Gift Cards cannot be refunded or returned Amazon Pay Gift cards are redeemable across all products on Amazon except apps, certain global store products and other Amazon Pay gift cards Please note that Vouchers are not redeemable for purchase of eligible products for transactions made on Amazon Business. You can load up to 50,000 in gift cards to your Amazon wallet per month. Visit https://gftr.it/amzvid to watch the video for redemption process."
Fab Hotels,fab-hotels,ON,10,10,10,10,,500 / 1000 / 1500 / 2000 / 2500 / 5000 / 100-10000 (custom),Online,,Gift Vouchers CAN only be used online at https://bit.ly/36n9Bcl Gift Vouchers CAN be Clubbed with on-going promotions. Only ONE Gift Voucher CAN be used in a single transaction.
Flipkart,flipkart,ON,0,,1.25,1.25,,1000 / 2000 / 10000,Online,,Gift Cards CAN be used Online at http://bit.ly/2Ntg6D6 & Flipkart App. Gift Cards CAN be used to buy most of the products. A maximum of 15 Gift Cards CAN be used in one bill. One Gift Cards CAN be used Multiple times.
Reader's Digest,readers-digest,ON,23,23,25,25,23,,Online,,The GV/GC would be accepted on the official website only. Only One GV/GC can be used for one subscription. Gift Vouchers CANNOT be clubbed with existing offers.
Spencer's Retail,spencers-retail,OFF,3,3,5,5,3,100 / 250 / 500 / 1000 / 2000 / 5000,Offline,,Gift Vouchers are ACCEPTED at all listed outlets Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CAN be clubbed with on-going promotions Gift Vouchers CANNOT be redeemed Online
Relaxo,relaxo,OFF,7,7,8,8,7,500 / 1000 / 2000 / 5000 / 100-10000 (custom),Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be clubbed with on-going promotions/offers. Gift Vouchers are ACCEPTED at listed Relaxo Outlets.
Crossword,crossword,ON,7,7,8,8,7,250 / 500 / 1000 / 2000 / 250-10000 (custom),Online,,The GV/GC will be accepted on the website: crossword.in . GV/e-Pay can be clubbed with existing offers. Multiple gift vouchers can be combined and added to the e-Pay balance.
Kalyan Gold Coins,kalyan-gold-coins,OFF,0,0,0,,,,Offline,,Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be clubbed with on-going promotions/offers. Gift Vouchers are ACCEPTED at only listed Kalyan Jewellers Outlets. Gift Vouchers CANNOT be used Online. A maximum of 10 GV or GC can be applied in one bill
PC Jeweller Gold Coin,pc-jeweller-gold-coin,OFF,0,0,0,,,1000 / 2000 / 2500 / 5000 / 100-10000 (custom),Offline,,Gift voucher can be used at listed PC Jeweller outlets. Multiple Gift voucher can be used in one bill. Gift voucher can be clubbed with on-going promotions/offers.
Aurelia,aurelia,OFF,8,,10,10,8,100-10000 (custom),Offline,,Gift Vouchers CAN Only be used at listed outlets Gift Vouchers CAN be used to buy discounted products Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CANNOT be used Online
W,w,OFF,8,8,10,10,,100-10000 (custom),Offline,,Gift Vouchers CAN Only be used at listed outlets Gift Vouchers CAN be used to buy discounted products Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CANNOT be used Online
Kalyan Gold Jewellery,kalyan-gold-jewellery,OFF,0,,2,2,,,Offline,,Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be clubbed with on-going promotions/offers. Gift Vouchers are ACCEPTED at only listed Kalyan Jewellers Outlets. Gift Vouchers CANNOT be used Online. A maximum of 10 GV or GC can be applied in one bill
Kalyan Diamond Jewellery,kalyan-diamond-jewellery,OFF,1.5,1.5,3,3,,,Offline,,Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be clubbed with on-going promotions/offers. Gift Vouchers are ACCEPTED at only listed Kalyan Jewellers Outlets. Gift Vouchers CANNOT be used Online. A maximum of 10 GV or GC can be applied in one bill
PC Jeweller Gold,pc-jeweller-gold,OFF,0,0,0,,0,1000 / 2000 / 5000 / 100-10000 (custom),Offline,,Gift voucher can be used at listed PC Jeweller outlets. Multiple Gift voucher can be used in one bill. Gift voucher can be clubbed with on-going promotions/offers.
PC Jeweller Diamond,pc-jeweller-diamond,OFF,0,0,0,,0,500 / 2000 / 100-10000 (custom),Offline,,Gift voucher can be used at listed PC Jeweller outlets. Multiple Gift voucher can be used in one bill. Gift voucher can be clubbed with on-going promotions/offers.
Kama Ayurveda,kama-ayurveda,B,0,0,0,,,100-10000 (custom),Both,,"GV/GC added to Epay Wallet cannot be used on the online website You can use multiple GV/GC in one bill at the store/retail outlet. For online use, you can redeem only ONE GV/GC per bill."
BIBA,biba,ON,6,,8,8,,250 / 500 / 1000 / 2000 / 5000 / 100-10000 (custom),Online,,Gift Vouchers CAN Only be used online at http://bit.ly/2V6cESH Gift Vouchers CAN be clubbed with any on-going promotions on website Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CANNOT be used at outlet
PVR,pvr,ON,16,16,18,18,16,500 / 750 / 1000 / 2000 / 2500 / 5000,Online,,Gift Vouchers CAN be used ONLINE at www.pvrcinemas.com & PVR Cinemas Mobile App Gift Vouchers CAN be clubbed with on-going promotion/offers. Multiple vouchers can be used in one bill/transaction. Gift Vouchers CANNOT be used directly at Cinema Halls. The Gift Vouchers will not be applicable on the INOX screens. The same needs to be applied for booking PVR screens only
GyFTR PAY,gyftr-pay,ON,0,0,0,,,250 / 500 / 1000 / 2000 / 5000 / 10000 / 100-10000 (custom),Online,,
OLA CABS,ola-cabs,ON,0,0,0,,10,50 / 100 / 150 / 500,Online,,Gift voucher CAN only be used online on OLA APP. This is a One-time use GV / GC. The GV/GC cannot be redeemed partially. Only One Gift voucher CAN be used in one bill. Gift voucher CANNOT be clubbed with on-going promotions/offers.
Beer Cafe,beer-cafe,OFF,4,4,5,5,,100 / 250 / 500 / 1000 / 2000 / 100-20000 (custom) / 100-10000 (custom),Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be used during Happy Hours. Gift Vouchers are ACCEPTED at all Listed Outlets.
Puma,puma,OFF,8,8,10,10,8,500 / 1000 / 1500 / 2000 / 5000 / 10000,Offline,,Gift Vouchers CAN Only be used at listed Puma outlets Gift Vouchers CAN be clubbed with on-going promotions/offers Only ONE Gift Voucher can be used in one bill Gift Vouchers CANNOT be used Online
Points for Good,points-for-good,ON,0,0,0,,0,100 / 250 / 500 / 100-10000 (custom),Online,,Donation voucher CAN only be used at www.pointsforgood.org Only&nbsp;ONE&nbsp;Donation Voucher can be used for one donation. This is a&nbsp;ONE&nbsp;time use Donation Voucher with an expiration date. Tax Exemption Certificate (80G) will only be issued to donors who provide their PAN numbers to &lsquo;Points for Good&rsquo; at info@pointsforgood.org . Donations worth Rs. 500/- and above are eligible to get 50% tax exemption under Section 80G.
Apollo Pharmacy,apollo-pharmacy,B,7,7,8,8,7,500 / 1000 / 2000 / 2500 / 5000,Both,,"The GV/GC is redeemable on the mobile app as well as at Apollo Pharmacy offline stores. The GV/GC cannot be combined with other offers, promo codes, or corporate credits. This GV/GC is for one-time use only. Partial redemption is not allowed. If the bill amount is less than the voucher value, the remaining balance will be forfeited."
Luxe Gift Card,luxe-gift-card,OFF,10,10,10,10,,1000 / 2000 / 2500 / 5000 / 10000,Offline,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
The Body Shop,the-body-shop,B,2,2,3,3,2,100-10000 (custom),Both,,Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers are at The Body Shop Outlets and their website at&nbsp; https://www.thebodyshop.in/ . Gift Vouchers CAN be clubbed with in store promotions/offers.
BigBasket,bigbasket,ON,1,,3,3,,250 / 500 / 1000 / 2000,Online,,GV/GC CAN be used on the Bigbasket App. Multiple Gift Vouchers CAN be used in one bill. Gift Voucher CAN be clubbed with on-going promotions/offers.
UBER,uber,ON,1,1,3,3,,100 / 250 / 500 / 1000,Online,,Gift voucher CAN be used on both Uber APP & Website. Multiple Gift voucher CAN be used in one transaction. Uber Gift Cards are not applicable on Uber Auto rides. Gift voucher CANNOT be clubbed with on-going promotions/offers.
Jockey,jockey,ON,11,11,13,13,11,250 / 500 / 1000 / 2000 / 5000 / 100-10000 (custom),Online,,"Jockey GV/e-Pay can only be redeemed online at www.jockey.in . Multiple GVs can be combined in one bill after converting them to e-Pay balance (Jockey Credit). The GV CAN be used partially, once converted to e-Pay balance (Jockey Credit). GV/e-Pay (Jockey Credit) CAN be clubbed with deals and offers on the Jockey website."
Ketan Diamonds Gold Jewellery,ketan-diamonds-gold-jewellery,ON,7,7,8,8,7,100-10000 (custom),Online,,Multiple Gift Vouchers CAN be used in one transaction. Gift Vouchers are only ACCEPTED online at&nbsp; www.ketandiamonds.com Gift Vouchers CAN be clubbed with offers/promotions available online.
Ketan Diamonds Gold Coin,ketan-diamonds-gold-coin,ON,1.5,1.5,3,3,1.5,100-10000 (custom),Online,,Multiple Gift Vouchers CAN be used in one transaction. Gift Vouchers are only ACCEPTED online at&nbsp; www.ketandiamonds.com Gift Vouchers CAN be clubbed with offers/promotions available online.
Armani Exchange-Luxe Gift Card,luxe-gift-card-armani-exchange,B,0,0,0,,0,1000 / 2000 / 5000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Diesel- Luxe Gift Card,luxe-gift-card-diesel,B,10,10,10,10,10,1000 / 2000 / 5000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Coach-Luxe Gift Card,luxe-gift-card-coach,OFF,0,0,0,,0,1000 / 2000 / 5000,Offline,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
GAS-Luxe Gift Card,luxe-gift-card-gas,B,0,0,0,,0,1000 / 2000 / 5000 / 10000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Hamleys-Luxe Gift Card,luxe-gift-card-hamleys,B,10,10,10,10,10,1000 / 2000 / 5000 / 10000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Hugo Boss-Luxe Gift Card,luxe-gift-card-hugo-boss,OFF,0,0,0,,0,1000 / 2000 / 5000,Offline,,"Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale Gift Vouchers are ACCEPTED at all listed Outlets. For locations, visit - http://luxegiftcard.com/store-locator"
Michael Kors-Luxe Gift Card,luxe-gift-card-michael-kors,OFF,0,0,0,,0,1000 / 2000 / 2500 / 5000 / 10000,Offline,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 45+ participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Satya Paul- Luxe Gift Card,luxe-gift-card-satya-paul,B,0,0,0,,0,1000 / 2000 / 5000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 45+ participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Mothercare-Luxe Gift Card,luxe-gift-card-mothercare,B,0,0,0,,0,1000 / 2000 / 5000 / 10000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Superdry-Luxe Gift Card,luxe-gift-card-superdry,B,11,11,13,13,11,1000 / 2000 / 5000 / 10000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Steve Madden-Luxe Gift Card,luxe-gift-card-steve-madden,B,0,0,0,,0,1000 / 2000 / 5000 / 10000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Zee5,zee5,ON,17,17,19,19,17,799 / 1699,Online,,Gift Vouchers CAN Only be used at https://www.zee5.com/ and the Zee5 application. Only 1 Gift Voucher can be used in one transaction. Visit https://www.zee5.com/myaccount/subscription and click on “Have a code”. Enter your GV prepaid code and enjoy your ZEE5 subscription..
The Man Company,the-man-company,ON,14,14,16,16,,250 / 500 / 1000 / 2000,Online,,The GV/GC CAN be used Online at www.themancompany.com Multiple Gift Vouchers CAN be combined & added to the e-Pay balance. The GV/GC CAN be clubbed with ongoing sales.
Candere Gold Coin,candere-gold-coin,ON,0,0,,,,500 / 100-10000 (custom),Online,,Multiple Gift Vouchers CAN be used in one transaction. Gift Vouchers are only accepted online at&nbsp; www.candere.com Gift Vouchers can be used to purchase discounted products. &nbsp;
Candere Gold Jewellery,candere-gold-jewellery,ON,2,2,3,3,,500 / 1000 / 2000 / 2500 / 5000 / 100-10000 (custom),Online,,Multiple Gift Vouchers CAN be used in one transaction. Gift Vouchers are only accepted online at&nbsp; www.candere.com Gift Vouchers can be used to purchase discounted products. &nbsp;
Candere Diamond Jewellery,candere-diamond-jewellery,ON,5,5,7,7,,500 / 1000 / 2000 / 2500 / 5000 / 100-10000 (custom),Online,,Multiple Gift Vouchers CAN be used in one transaction. Gift Vouchers are only accepted online at&nbsp; www.candere.com Gift Vouchers can be used to purchase discounted products.
Skullcandy,skullcandy,ON,8,8,10,10,,1000 / 2000 / 3000 / 5000 / 100-10000 (custom),Online,,This is a Skullcandy Insta Gift Voucher (GV) and would be accepted on https://shop.brandeyes.in Multiple Gift Vouchers CAN be combined & added to the e-Pay balance. No credit note / refund for the unused balance amount of the GV will be given. Visit gftr.it/sky to activate/add E-Pay Code to your account.
Netmeds,netmeds,ON,10,10,10,10,10,250 / 500 / 1000 / 1500 / 2000 / 100-10000 (custom),Online,GV/GC entitles customers to order medicines ONLY.,GV/GC will be accepted on Netmeds App and Website. GV/GC entitles customers to order medicines ONLY. Multiple Gift Vouchers CAN be combined & added to the e-Pay balance. The GV/e-Pay cannot be clubbed with ongoing sales. Ayurvedic and Homeopathy products are not eligible for voucher redemption.
Elleven,elleven,OFF,0,0,0,,0,500 / 2000,Offline,,Gift Vouchers CAN Only be used at listed outlets Gift Vouchers CAN be used to buy discounted products Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CANNOT be used Online &nbsp;
Fastag Recharge,fastag-recharge,ON,0,0,0,,0,100 / 250 / 500 / 1000 / 2000 / 5000 / 7500 / 10000 / 100-10000 (custom),Online,,The GV/e-Pay CAN be used Online at www.gyftr.com/loyaltylifecycle/bills-utilities/fastag-recharge GV/e-Pay is valid only for services and billers available on www.gyftr.com/loyaltylifecycle/bills-utilities and linked portals. Partial redemption allowed; remaining balance usable until expiry. Some billers take up to 3 business days to accept the payment after the transaction is completed.
SonyLiv,sonyliv,ON,38,38,40,40,,299 / 399 / 699 / 999,Online,,Gift Vouchers CAN Only be used at https://www.sonyliv.com/ and their app. Only 1 Gift Voucher can be used in one transaction. This is a ONE time use GV / GC with an expiration date.
MAX,max,OFF,6,6,8,8,6,500 / 1000 / 2000,Offline,,"Gift Vouchers CAN be used to buy discounted products. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be used at all stores of MAX in India. Gift Vouchers CANNOT be used Online at&nbsp; lifestylestores.com ,&nbsp; maxfashion.com &nbsp;&amp;&nbsp; homecentre.com"
Seniority,seniority,ON,0,0,0,,0,,Online,,Multiple GV cannot be used in one bill/transaction. This is a ONE time use GV with an expiration date. Seniority GV cannot be clubbed with any one of the existing offer on its website.
Skechers,skechers,B,8,8,10,10,8,500 / 1000 / 2000 / 5000 / 100-10000 (custom) / 100-20000 (custom),Both,,"GV/GC would be accepted online at https://www.skechers.in/ & listed outlets. Multiple GV can be used in one bill/transaction. Gift Vouchers CAN be used during sale. GV/GC once added to e-Pay, can only be redeemed at Skechers Outlet & not on the website. GV/GC redeemable on website are one time use only & hence cannot be partially redeemed."
Decathlon,decathlon,B,3,3,4,4,,500 / 1000 / 2000 / 5000,Both,,"A Decathlon Omni Gift Card can be redeemed at listed outlets , online at www.decathlon.in & Decathlon App This is a 16 digit gift card which comes with a 4 digit pin Shipping charges will be applied as per the standard charges or promotion on website at the time of redemption Omni Gift Card can be used for multiple transactions You can use up to 10 gift cards or a max of Rs 10,000 on decathlon.in and app. Retail stores accept up to 10 gift cards with no value limit."
