Brand Group,Product Name,Maximize ID,URL,Status,Redemption Type,Denominations,Custom Amount,Custom Range,Qty Cap/Order,Discount (UPI),Discount (Debit Card),Discount (Credit Card),Discount (CC on UPI),Discount (Diners Club),Discount (Amex),Best Method,Best Discount %,Multi-Use,Can Club w/ Offers,Cards Stackable,Validity,How To Redeem,Terms & Conditions,Last Scraped
Porter,Porter,1042,https://www.maximize.money/gift-cards/Porter/1042,active,Online,1000 / 2500 / 5000 / 10000,No,,4,7.75% off / 8.0% earn,6.5% off / 6.75% earn,5.85% off / 6.1% earn,5.4% off / 5.65% earn,5.5% off / 5.75% earn,5.5% off / 5.75% earn,UPI,7.75,No,No,No,Valid upto 6 Months from purchase,"Download the Porter app, choose Packers & Movers option, then select “Shifting” service. Enter locations, add items, check price options, and confirm your pick-up slot. | Go to the Coupons & Offers section, enter your voucher code, and click Apply. The voucher amount will be applied to the bill directly. | Check your breakup under Payment Summary and pay the remaining amount using any payment mode.","This is a Porter Packers & Movers GV/GC (Gift Voucher/Gift Card) issued by Porter and can be redeemed only on the Porter app for Packers & Movers services. | This GV/GC is applicable only for Packers & Movers services and is not valid for booking Trucks, Two-Wheelers, or Enterprise business services on the Porter platform. | This is a one-time use only GV/GC, and it cannot be partially redeemed or revalidated once expired. | Multiple GV/GCs cannot be redeemed in a single booking/order. | The GV/GC cannot be clubbed with the existing offers. | The GV/GC is non-refundable, non-transferable, non-exchangeable, and cannot be redeemed for cash or credit. | In case the booking amount exceeds the GV/GC value, the balance amount must be paid by the user through available payment modes on the Porter platform. | Porter Packers & Movers liability in relation to the GV/GC shall be limited to the face value of the GV/GC. Liability arising out of the underlying Packers & Movers service shall be governed by the applicable service terms and conditions. | GyFTR/Porter Packers & Movers shall not be responsible for lost, damaged, stolen, or unauthorized use of the GV/GC. | Porter reserves the right to modify, amend, or withdraw the terms and conditions of the GV/GC at any time without prior notice. Such changes shall be binding on the user/beneficiary. | Any disputes regarding service quality, damage claims, delays, or service deficiencies arising from redemption of the GV/GC must be raised through Porter’s official support channels. | The GV/GC shall be governed by and construed in accordance with the applicable laws of India. All disputes shall be subject to the exclusive jurisdiction of the courts at Bangalore, Karnataka. | Porter reserves the right to cancel the GV/GC in case of suspected fraud, misuse, duplication, or unauthorised activity. | In case of technical failure attributable to Porter’s systems, Porter may, at its discretion, revalidate or reissue the GV/GC. | By purchasing, accepting, or redeeming the GV/GC, the user agrees to be bound by these Terms & Conditions. | For any concerns or issues related to the GV/GC, users may contact Porter customer support through the Porter app or official website. You can also raise a request at https://www.gvhelpdesk.com.",2026-07-26
Liberty Offline,Liberty Offline,789,https://www.maximize.money/gift-cards/Liberty Offline/789,active,Online,250 / 500 / 1000 / 2000 / 5000,No,,4,8.0% off / 9.0% earn,6.75% off / 7.75% earn,6.1% off / 7.1% earn,5.65% off / 6.65% earn,5.75% off / 6.75% earn,5.75% off / 6.75% earn,UPI,8.0,Yes,Yes,Yes,Valid for upto 6 months,"Share your registered mobile number with the cashier once your products are scanned for billing. The cashier will inform you about your available Gift Voucher(s) and balance. | Confirm the amount you wish to redeem, then proceed to pay any remaining balance (if applicable). | The cashier will then complete the invoicing process.","This is a Liberty Offline Gift Voucher (GV) or e-Pay, accepted at select Liberty stores across India. | The person holding the GV/e-Pay is deemed the beneficiary. | GV/e-Pay can be clubbed with existing offers. | GV/e-Pay can be used for all product and service purchases at the listed Liberty stores. | GV can be converted into e-Pay at the holder’s convenience. | GV/e-Pay balance cannot be transferred, exchanged for cash, or converted into any other currency. | e-Pay balance must be linked to the registered mobile number. | After conversion into e-Pay, the GV is valid for partial redemption. Any remaining balance stays in the e-Pay account and can be used for multiple transactions within its validity period. | Only valid GV/e-Pay will be accepted for redemption, at the sole discretion of Liberty. | GV/e-Pay cannot be revalidated once expired or canceled under any circumstances. | Liberty/GyFTR is not responsible if the GV/e-Pay is lost, stolen, or used without permission. | If a GV/e-Pay gets blocked due to a technical issue, it will be enabled within 72 hours. | Any dispute should be referred to the company from which the GV/e-Pay was received. The company’s decision shall be final and binding. | Liberty/Maximize reserves the right to withdraw, modify, cancel, or change the offer at any time without prior notice.",2026-07-26
Liberty Online,Liberty Online,752,https://www.maximize.money/gift-cards/Liberty Online/752,active,Online,250 / 500 / 1000 / 2000 / 5000,No,,4,8.75% off / 9.5% earn,7.5% off / 8.25% earn,6.85% off / 7.6% earn,6.4% off / 7.15% earn,6.5% off / 7.25% earn,6.5% off / 7.25% earn,UPI,8.75,Yes,Yes,Yes,Valid for upto 6 months,"Visit Liberty Shoes Online | Add products to your cart and proceed to checkout. | Under “Gift Voucher - ePay,” enter your voucher code, click “Add”, and the balance will update.","This GV/e-Pay is accepted only on https://www.libertyshoesonline.com . | The person holding the GV/e-Pay is deemed the beneficiary. | The GV/e-Pay can be clubbed with existing offers. | It can be used for all purchases of products and services on the Liberty Online website. | The GV can be converted into e-Pay as per the holder’s convenience. | The GV/e-Pay balance cannot be transferred, exchanged for cash, or converted into another currency. | After conversion, it is valid for partial redemption; the remaining balance stays in e-Pay and can be used for multiple transactions within validity. | Only valid GV/e-Pay, at Liberty’s sole discretion, will be accepted for redemption. | The GV/e-Pay cannot be revalidated once expired or canceled. | Liberty/Maximize is not responsible if the GV/e-Pay is lost, stolen, or used without permission. | If GV/e-Pay gets blocked due to technical issues, it will be reactivated within 72 hours. | Any dispute must be referred to the issuing company; their decision will be final. | Liberty/Maximize reserves the right to withdraw, modify, or cancel the offer anytime without notice.",2026-07-26
TRUEFITT and HILL,TRUEFITT and HILL,295,https://www.maximize.money/gift-cards/TRUEFITT and HILL/295,active,In-store,500 / 1000 / 1500 / 2000 / 2500,Yes,100-10000,4,24.75% off / 25.75% earn,23.5% off / 24.5% earn,22.85% off / 23.85% earn,22.4% off / 23.4% earn,22.5% off / 23.5% earn,22.5% off / 23.5% earn,UPI,24.75,No,No,Yes,Valid for upto 12 months,"Share the registered mobile number with cashier, once services are scanned for invoicing | Cashier will confirm the available Gift Voucher and its balance Or share the voucher code with the cashier | Confirm the amount to be used for redemption and proceed further. You can make the balance payment by any other payment mode.","This is a Truefitt & Hill Gift Voucher/Gift Card (GV/GC) and would be accepted at selected Truefitt & Hill stores (refer to the store locator to know more). | The holder of the GV/GC is deemed to be the beneficiary. | Beneficiaries should announce the intent of using the GV/GC before making a purchase. | The GV/GC cannot be clubbed with ongoing promotions/discounts. | Truefitt & Hill GV/GC is only applicable to paid services. GV/GCs do not apply to Truefitt & Hill products, memberships, gift cards, and combo packages. | Only valid GV/GC at the sole discretion of Truefitt& Hill shall be accepted for redemption. | Multiple Vouchers can be used against one bill. | GV/GC cannot be revalidated once expired. | GyFTR/Truefitt & Hill or its affiliates are not responsible for lost, damaged, or stolen GV/GCs. | Truefitt & Hill may ask for valid Government identity proof at the time of redeeming the GV/GC. | GV/GCs will be accepted across all mentioned outlets and at its sole discretion, Truefitt & Hill may add or remove an outlet from the list without giving any prior notice. | Truefitt & Hill make full efforts to accept all GV/GCs but on account of technical/administrative reasons, an outlet may refuse to accept GV/GCs. | This GV/GC cannot be redeemed on specific block-out dates. Truefitt & Hill may add or delete any date at its sole discretion. | GyFTR/Truefitt & Hill or any of its partners would not be liable to pay any form of compensation on account of an outlet not being able to accept GV/GC. The customer would be liable to settle the bill. | If a GV/GC gets blocked on account of a technical issue, it will get reactivated in 72 hours. | GV/GCs are non-refundable, and may not be exchanged, transferred, encashed, or resold. | Any dispute should be referred to the company from where the GV/GC has been received. The decision of the company shall be final. | For any service-related queries/issues, raise a request at https://www.gvhelpdesk.com and write an email to feedback@truefittandhill.in. | For any GV/GC related queries, raise a request to the Gyftr team at https://www.gvhelpdesk.com.",2026-07-26
Sweet Truth,Sweet Truth,692,https://www.maximize.money/gift-cards/Sweet Truth/692,active,Online,250 / 500 / 1000 / 1500 / 2000,Yes,100-10000,4,10.75% off / 11.0% earn,9.5% off / 9.75% earn,8.85% off / 9.1% earn,8.4% off / 8.65% earn,8.5% off / 8.75% earn,8.5% off / 8.75% earn,UPI,10.75,Yes,No,Yes,Valid for upto 6 months,"Login – Visit EatSure App/Website, enter your mobile number, and verify with OTP. | Shop – Select products, add to cart, and click Proceed to Pay. | Redeem Voucher – All vouchers linked to your number will appear; click Redeem to add the amount to your wallet. | Pay Balance – If the order exceeds your wallet balance, pay the remaining amount using Credit Card, Debit Card, or UPI.","Valid for online orders via the EatSure app/website (https://www.eatsure.com); applicable across all available cities. | Vouchers (GVs) convert into EatSure wallet balance, which can be used partially, over multiple transactions, and for any amount; multiple GVs can be combined. | Wallet balance must be linked to the registered mobile number; cannot be transferred to another account, exchanged for cash, or converted to any other currency. | EatSure GVs are different from promotional coupon codes; they can be used to buy discounted products but cannot be clubbed with other aggregator offers. | EatSure GVs issued by banking partners are accepted only on the EatSure app/website; brand GVs for Ovenstory, Faasos, Wendy's, Behrouz Biryani, Sweet Truth, Lunch Box & The Good Bowl are also valid on EatSure. | Rebel Foods Pvt. Ltd., GyFTR, or affiliates are not responsible for unauthorized use caused by sharing GV codes or account credentials. | Once purchased, GVs are non-refundable, non-cancellable, and non-exchangeable; lost vouchers will not be refunded, and expired balances cannot be revalidated. | If the order value exceeds the wallet balance, the remaining amount must be paid via other available payment modes (CC/DC/UPI). | Rebel Foods Pvt. Ltd./GyFTR reserves the right to amend, modify, add, or delete terms without notice; GV redemption may be denied if misuse or suspicious activity is detected.",2026-07-26
Vijay Sales,Vijay Sales,298,https://www.maximize.money/gift-cards/Vijay Sales/298,active,In-store,500 / 1000 / 1500 / 2000 / 2500 / 3000 / 5000 / 7500 / 10000,No,,4,2.5% off / 2.6% earn,1.25% off / 1.35% earn,0.6% off / 0.7% earn,0.15% off / 0.25% earn,0.25% off / 0.35% earn,0.25% off / 0.35% earn,UPI,2.5,No,No,Yes,Valid for a range of 6 - 12 months,"Step 1- -Share the registered mobile number with cashier, once products are scanned for invoicing by the cashier | Step 2- -Cashier to confirm the available Gift Voucher and its balance | Step 3- -Customer to confirm the amount to be used for redemption and proceed further for balance payment, if any -Cashier to proceed with invoicing","This is a Vijay Sales Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at the stores | The holder of the Instant Gift Voucher is deemed to be the beneficiary. | Beneficiary should announce the intent of using the Instant Gift Voucher before making a purchase. | Only valid Instant Gift Vouchers at the sole discretion of VIJAY SALES shall be accepted for redemption. Vijay Sales Insta Gift Voucher balance should be mapped with the registered mobile number and transfer of balance is not possible, it will stand cancelled. | Multiple vouchers can be used against one bill. | Only 5 vouchers can be combined for INR 500 and INR 1000 denominations. | Once the voucher gets added to the EPay balance, it can be utilized till the balance gets exhausted or expires. No credit note or refund for the unused balance amount will be given. | Instant Gift Voucher cannot be revalidated once expired. | VIJAY SALES or its affiliates are not responsible on account of the beneficiary sharing the Instant Gift Voucher number and the voucher getting redeemed on that account. | The Brand may ask for a valid Government identity proof at the time of redeeming the voucher. | Instant Gift Vouchers will be accepted across all mentioned outlets at its sole discretion.Brand may add or remove an outlet from the list without giving any prior notice. | VIJAY SALES makes full efforts to accept all Instant Gift Vouchers but on account of technical / administrative reasons, an outlet may refuse to accept vouchers. | This Instant Gift Voucher cannot be redeemed on specific block out dates. VIJAY SALES may add or delete any date on its sole discretion. | VIJAY SALES or any of its partners would not be liable to pay any form of compensation etc on account of an outlet not being able to accept Instant Gift Voucher. The customer would be liable to settle the bill. | If an Instant Gift Voucher gets blocked on account of technical issue, it would get activated in 72 hours. | Any dispute should be referred to the company from where the Instant Gift Voucher has been received, decision of the company shall be final. | For any queries / issues related to GV / GC, raise a request at gvhelpdesk.com",2026-07-26
Ode Spa Salon,Ode Spa Salon,775,https://www.maximize.money/gift-cards/Ode Spa Salon/775,active,Online + In-store,1000,Yes,500-10000,4,12.75% off / 13.25% earn,11.5% off / 12.0% earn,10.85% off / 11.35% earn,10.4% off / 10.9% earn,10.5% off / 11.0% earn,10.5% off / 11.0% earn,UPI,12.75,No,No,Yes,Valid for upto 6 months,Present the card at any ODE Spa outlet | Choose your desired service(s). | The card value will be adjusted against your bill total.,"The ODE Spa Gift Card is not a legal tender or a replacement for a credit or debit card. | This card cannot be exchanged for cash or cheque under any circumstances. | Each card carries a specific validity period — please check the same before use at ODE Spa outlets. | Card validity: 180 days from the date of activation. | The holder of this card is deemed to be the beneficiary. | This Gift Card is valid across all ODE Spa outlets. Please refer to the outlet list at https://www.woohoo.in/odespa-store-list. | A maximum of five gift cards can be redeemed against a single invoice. | Lost, mutilated, or defaced cards will not be replaced or compensated under any circumstances. | No returns and no refunds are permitted on Gift Cards, E-Gift Cards, or Gift Cards shipped by woohoo.in. Please refer to the refund policy at http://www.woohoo.in/faq for more details. | This card is not applicable on returned, refunded, or cancelled orders (if applicable). | Any redemption-related queries must be directed to Ode Spa Customer Care at 9247020202. | E-Gift Cards are normally delivered instantly; however, due to occasional system issues, delivery may be delayed up to 24 hours. | All disputes shall be referred to Masti Health and Beauty Pvt. Ltd. (operator of Ode Spa), and the company’s decision shall be final. | Subject to the foregoing, these terms and conditions are governed by the laws of India and fall under the jurisdiction of courts in Secunderabad / Hyderabad.",2026-07-26
Blissclub,Blissclub,712,https://www.maximize.money/gift-cards/Blissclub/712,active,Online,1000 / 2000 / 5000,Yes,100-10000,4,14.25% off / 14.5% earn,13.0% off / 13.25% earn,12.35% off / 12.6% earn,11.9% off / 12.15% earn,12.0% off / 12.25% earn,12.0% off / 12.25% earn,UPI,14.25,Yes,Yes,Yes,Valid for upto 6 months,Visit Blissclub.com → Add items to cart → Proceed to checkout. | Select “Pay via e-Pay / Gift Vouchers” option. | Add vouchers to your e-Pay balance → Pay using your available balance.,"This is a Blissclub GV/e-Pay, redeemable online only at https://www.blissclub.com . | Once issued, it cannot be cancelled or blocked under any circumstances. | The user holding the GV/e-Pay is deemed the beneficiary. | GV can be converted into e-Pay as per the user’s convenience. | e-Pay balance must be linked to the registered mobile number. | After conversion to e-Pay, the balance is valid for partial redemption. Any remaining balance stays in the e-Pay wallet and can be used for multiple transactions within validity. | Only valid GV/e-Pay at Blissclub’s discretion shall be accepted for redemption. | GV/e-Pay balance cannot be transferred, exchanged for cash, or any other form of currency. | GV/e-Pay cannot be revalidated once expired. | Can be used for all products and services available at Blissclub’s website. | Blissclub/Maximize is not responsible if lost, stolen, or used without permission. | In case of technical issues causing blockage, the GV/e-Pay will be reactivated within 72 hours. | Any dispute must be referred to the issuing company; their decision will be final. | Blissclub/Maximize reserves the right to withdraw/modify/cancel/change the offer anytime. | GV/e-Pay can be clubbed with existing offers on the Blissclub website.",2026-07-26
Discord,Discord,1081,https://www.maximize.money/gift-cards/Discord/1081,active,Online,950,No,,4,1.75% off / 1.9% earn,0.5% off / 0.65% earn,,,,,UPI,1.75,No,No,No,Valid for upto 6 months,"Visit posa.mintroute.com and select Discord. | Choose your preferred Discord Nitro subscription plan. | Enter your Gift Voucher code and email address. | Click on Redeem. | On the ""You've been gifted Nitro"" page, click ""Woo! Accept Gift"". | Your Discord Nitro activation link will be sent to your registered email address. | Follow the link to activate your Discord Nitro subscription.","The Gift Voucher can only be redeemed on the Discord website or app. | The voucher is valid only for Discord Nitro subscriptions. | The voucher cannot be used on an active Discord Nitro subscription. | This is a one-time use Gift Voucher. | Unused balance, if any, will be forfeited. | The voucher cannot be clubbed with any other offers, discounts, or promotions. | The voucher can be redeemed during sale periods. | The voucher is non-refundable, non-transferable, and cannot be exchanged for cash. | The voucher cannot be revalidated once expired. | Discord is not responsible for lost, stolen, or unauthorized use of Gift Vouchers. | If blocked due to a technical issue, the voucher may be reactivated within 72 hours. | For support, raise a request at https://www.gvhelpdesk.com.",2026-07-26
Westside,Westside,563,https://www.maximize.money/gift-cards/Westside/563,active,In-store,1000 / 2000 / 5000 / 10000 / 20000,Yes,500-49000,4,,,,,,,,,No,No,No,Valid for upto 12 months,"Visit a nearby Westside outlet. | Confirm at the store that the Gift Card is accepted before making a purchase. | Select your desired products. | At billing, show your Gift Card details (Card Number & PIN) to the cashier. | If your purchase exceeds the card value, pay the remaining balance via cash or card.","The gift card can be redeemed only after 8 hours from the time of purchase. | Validity: 1 year from the date of purchase. Validity cannot be extended. | Redeemable at all Westside outlets across India. | This card cannot be used on the Westside website. | Any unused balance will not be refunded or credited. | To check balance, SMS: WS <card number> to 09094774499. | No returns or refunds are allowed for this gift card purchased via Amazon.in. | This card cannot be exchanged for cash, other gift cards, or credit notes. | If your purchase exceeds the card value, pay the remaining balance via cash or card.",2026-07-26
Faasos,Faasos,537,https://www.maximize.money/gift-cards/Faasos/537,active,Online,250 / 500 / 1000 / 1500 / 2000,Yes,100-10000,4,10.0% off / 10.25% earn,8.75% off / 9.0% earn,8.1% off / 8.35% earn,7.65% off / 7.9% earn,7.75% off / 8.0% earn,7.75% off / 8.0% earn,UPI,10.0,Yes,No,Yes,Valid for upto 12 months,"Open the EatSure app on your Android or iOS device. | Browse & add items you wish to purchase to your cart. | Proceed to checkout and fill in your delivery address. | Choose “Pay by Gift Card” as your payment method. | Enter your Alphanumeric PIN In Giftcard Code section, 6 digit pin not required | If the order value exceeds the card balance, pay the remaining amount using other available payment modes.","GVs are valid only for online orders placed through the EatSure app or website. | The person who possesses the GV is considered the beneficiary. | GVs are converted into EatSure wallet balance, which can be used partially. | Multiple GVs can be added to the EatSure wallet balance. | Wallet balance must be linked to a registered mobile number. | GVs are not the same as promotional coupon codes. | GVs cannot be transferred, exchanged for cash, or converted to another currency. | Rebel Foods, GyFTR, or affiliates are not liable for unauthorized use due to shared credentials or GV codes. | GVs are non-refundable, non-cancellable, and non-exchangeable. | Lost GVs will not be refunded; expired balances cannot be revalidated. | If the order value exceeds the wallet balance, the remaining amount must be paid using other payment methods. | Rebel Foods/GyFTR may modify terms and conditions at any time without prior notice. | GVs may be denied in case of suspicion or abuse. | GVs are valid across available cities. | For support, visit: https://www.gvhelpdesk.com | Accepted only on the EatSure App/Web. | Valid across brands like Ovenstory, Faasos, Wendy's, Behrouz Biryani, Sweet Truth, Lunch Box, and The Good Bowl. | GVs cannot be clubbed with aggregator offers (like Zomato, Swiggy). | GVs can be used to purchase discounted items.",2026-07-26
Speedo,Speedo,926,https://www.maximize.money/gift-cards/Speedo/926,active,Online,100 / 250 / 500 / 1000 / 2000,Yes,250-50000,4,13.25% off / 13.5% earn,12.0% off / 12.25% earn,11.35% off / 11.6% earn,10.9% off / 11.15% earn,11.0% off / 11.25% earn,11.0% off / 11.25% earn,UPI,13.25,No,Yes,Yes,Valid for upto 12 months,Visit the Speedo e-commerce website at https://www.speedo.in | Register on the website or log in during checkout | Select the desired products and proceed to checkout | Choose Speedo Gift Card as the payment option | Enter the Gift Card number and PIN | Redeem the Gift Card successfully | Pay any remaining balance using other available payment modes | Please note that Speedo Gift Cards cannot be redeemed at offline Speedo exclusive brand outlets,"The holder of the E-Gift Card is deemed to be the beneficiary | Only full redemption of the E-Gift Card is allowed and partial redemption is not permitted | A maximum of three E-Gift Cards can be redeemed against a single invoice | The E-Gift Card cannot be exchanged for cash or cheque | No duplicate card will be issued if the E-Gift Card is lost or misplaced | The E-Gift Card cannot be validated once expired | No replacement or compensation will be provided for lost, mutilated, or defaced Gift Cards | Any dispute shall be referred to Page Industries Ltd and the company’s decision shall be final | The E-Gift Card is valid only on https://www.speedo.in | The E-Gift Card is redeemable on all products available on https://www.speedo.in | The E-Gift Card is not applicable at Exclusive Speedo stores, Multi Brand Speedo stores, or online marketplaces such as amazon.com or flipkart.com | The E-Gift Card is valid for 365 days from the date of activation | For any redemption-related issues, customers must contact Speedo customer care via https://www.speedo.in",2026-07-26
Costa Coffee,Costa Coffee,1038,https://www.maximize.money/gift-cards/Costa Coffee/1038,active,In-store,250 / 500 / 1000 / 2000 / 2500,No,,4,8.0% off / 8.25% earn,6.75% off / 7.0% earn,6.1% off / 6.35% earn,5.65% off / 5.9% earn,5.75% off / 6.0% earn,5.75% off / 6.0% earn,UPI,8.0,No,No,Yes,Valid for upto 6 months,Find the Costa Coffee shop near you that accepts gift cards. | Enjoy the coffee and snacks of your choice after placing the order. | Provide the Gift Card to the cashier at the time of billing and payment. | Pay the remaining amount via cash or card if applicable.,This Costa Coffee card (E-GC) is issued by Devyani International Limited (DIL) for making payments at participating Costa Coffee stores in India. | The person who has the E-Gift Card is deemed to be the beneficiary. | Do inform the cashier that you plan to use the E-Gift Card for making payments before billing. | This E-Gift Card is a one-time use card and any unused balance cannot be used again or exchanged for cash. | More than one E-Gift Card can be used in one bill in stores. | No cash refunds will be given against the card (including in case of loss or otherwise). | Any balance in this card is valid for 6 months from the date of issue and any unused balance will expire automatically. E-Gift Card cannot be revalidated once expired. | Rights to amend Terms & Conditions reserved with DIL without prior notice. | Only participating Costa Coffee stores would accept the E-Gift Card. DIL may add or remove an outlet without prior notice. | The user unconditionally accepts all T&C and shall not raise any disputes in this regard. Any dispute related to the E-Gift Card should be referred to the issuing company and the decision of the issuing company shall be final. | All disputes are subject to the exclusive jurisdiction of courts at New Delhi. | For balance and expiry check: SMS the 16-digit card number (e.g. 1234123412341234) to 55757575.,2026-07-26
Estele,Estele,514,https://www.maximize.money/gift-cards/Estele/514,active,Online,250 / 500 / 1000 / 2000,No,,4,20.0% off / 21.5% earn,18.75% off / 20.25% earn,18.1% off / 19.6% earn,17.65% off / 19.15% earn,17.75% off / 19.25% earn,17.75% off / 19.25% earn,UPI,20.0,Yes,No,Yes,Valid for upto 12 months,Visit https://www.estele.co and add desired products to your cart | Enter discount codes (if any) → fill in address and phone number | Apply up to 5 gift codes → Pay balance using Razorpay if needed (Unused balance remains valid for 1 year),"Only redeemable at: https://www.estele.co | Beneficiary is the person holding the voucher | Cannot be exchanged for cash/cheque | Not a legal tender or substitute for credit/debit cards | Up to 5 gift cards can be used per order | Valid for 1 year from activation/purchase | Lost or damaged cards will not be replaced | Disputes handled by Estele support; jurisdiction: Hyderabad | E-Gift cards are generally delivered instantly (may take up to 24 hours) | For issues, raise a request at https://www.gvhelpdesk.com",2026-07-26
Steam Wallet INR 150,Steam Wallet INR 150,861,https://www.maximize.money/gift-cards/Steam Wallet INR 150/861,active,Online,150,No,,4,4.25% off / 4.5% earn,3.0% off / 3.25% earn,2.35% off / 2.6% earn,1.9% off / 2.15% earn,2.0% off / 2.25% earn,2.0% off / 2.25% earn,UPI,4.25,Yes,No,Yes,Valid for upto 12 months,Login to your Steam account. | Go to the Steam Redeem page. | Enter the Code copied from your DigiStore.co.in Member account and click Continue. | The funds will be added to your account and be ready for use to buy games!,"Comes with 12 months validity. The gift card can be used only once and any unused balance will lapse. | The Gift Card cannot be clubbed with ongoing brand offers/discounts. | The gift card is valid on Steam website. | Gift cards, once purchased, cannot be cancelled or refunded.",2026-07-26
Steam Wallet INR 1680,Steam Wallet INR 1680,1128,https://www.maximize.money/gift-cards/Steam Wallet INR 1680/1128,active,Online,1680,No,,4,4.25% off / 4.5% earn,3.0% off / 3.25% earn,2.35% off / 2.6% earn,1.9% off / 2.15% earn,2.0% off / 2.25% earn,2.0% off / 2.25% earn,UPI,4.25,Yes,No,Yes,Valid for upto 12 months,Login to your Steam account. | Go to the Steam Redeem page. | Enter the Code copied from your DigiStore.co.in Member account and click Continue. | The funds will be added to your account and be ready for use to buy games!,"Comes with 12 months validity. The gift card can be used only once and any unused balance will lapse. | The Gift Card cannot be clubbed with ongoing brand offers/discounts. | The gift card is valid on Steam website. | Gift cards, once purchased, cannot be cancelled or refunded.",2026-07-26
Glam Studios,Glam Studios,825,https://www.maximize.money/gift-cards/Glam Studios/825,active,In-store,500 / 1000 / 2000 / 5000,Yes,250-5000,4,3.75% off / 4.0% earn,2.5% off / 2.75% earn,1.85% off / 2.1% earn,1.4% off / 1.65% earn,1.5% off / 1.75% earn,1.5% off / 1.75% earn,UPI,3.75,No,No,No,Valid upto 12 Months from purchase,Check the participating Glam Studios Store that accepts Gift Cards. | Call and book the appointment with the help of a toll-free number or the website | Your gift card will be redeemed in the store once the appointment is done. Partial redemption is not allowed .Enjoy your services in the salon,"Glam Studio E-Gift Cards are powered by Maximize Services Pvt. Ltd. and are valid only at selected participating outlets with prior appointment | Appointments can be booked via toll-free number 8010000444 or https://www.glamstudios.in ; apply the gift card at checkout | One-time use only and must be redeemed in full; partial redemption not allowed | Multiple gift cards cannot be clubbed in a single invoice/order | Gift Cards are valid for 1 year from the date of purchase/issue; unused balance expires and cannot be extended or revalidated | Gift Cards are non-refundable, non-returnable, non-resalable, and cannot be used to buy other gift cards or exchanged for cash | Glam Studio is not responsible for loss, misuse, or mishandling of the gift card | Glam Studio may amend T&Cs without notice; disputes subject to New Delhi jurisdiction",2026-07-26
Taco Bell,Taco Bell,856,https://www.maximize.money/gift-cards/Taco Bell/856,active,In-store,1000 / 2000,Yes,500-2000,4,8.75% off / 8.85% earn,7.5% off / 7.6% earn,6.85% off / 6.95% earn,6.4% off / 6.5% earn,6.5% off / 6.6% earn,6.5% off / 6.6% earn,UPI,8.75,Yes,No,No,Valid upto 12 Months from purchase,Customer will present gift card to store person post placing order at the Taco Bell ofline store. | Counter person will punch 16 digit card number and 6 digit PIN on POS and redeem.,"The card can be used multiple times until the balance is exhausted, | The card is valid for 1 year from date of purchase. | The card is available only in the denomination mentioned on site of purchase. | The card can be used only for purchase in Taco Bell restaurants in India. | Taco Bell shall not be liable if the Card cannot be used at any particular restaurant due to technical errors or other such operating system glitches. | The card can be used to purchase any Taco bell products at its restaurants only (It cannot be used on Taco Bell App, Kiosk or any third party app where Taco Bell products are listed). | To check your balance, please visit https://www.woohoo.in/balenq | The card can’t be exchanged for cash or any other tender. | Once the card has been purchased it is considered sold and cannot be cancelled, refunded ,exchanged or refilled. | No refund will be made for any lost card and no revalidation is allowed for expired gift card balance. | Maximum one card can be used per order. | Taco Bell at it’s own discretion may withdraw issuance/redemption of the card, without any prior notice in this regard. | Taco Bell’s maximum liability for any reason whatsoever shall not exceed the purchase value of the voucher. | Remaining balance in case if the order value is more than card value can be paid only through cash (No other mode of payment is acceptable) | For any further enquires, email at contact@burmanhospitality.com | The usage of the Card is subject to force majeure conditions including acts of God, strikes, war, riots, change of law, lockdowns, statutory prohibitions/ restrictions and on occurrence of any force majeure event. In such cases at the sole discretion of Taco Bell, the validity period of the Card maybe extended. | In case of any dispute or difference with respect to the promotion/offer, the decision of Taco Bell’s shall be final and binding on all concerned. | All disputes arising here from are subject to the exclusive jurisdiction of the courts at Delhi. | E-Gift Cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 - 48 hours.",2026-07-26
World of Titan,World of Titan,1106,https://www.maximize.money/gift-cards/World of Titan/1106,active,Online + In-store,200 / 500 / 1000 / 2000 / 5000 / 10000 / 20000 / 50000,Yes,100-50000,2,8.0% off / 8.0% earn,6.75% off / 6.75% earn,6.1% off / 6.1% earn,5.65% off / 5.65% earn,5.75% off / 5.75% earn,5.75% off / 5.75% earn,UPI,8.0,No,No,Yes,Valid for upto 6 months,"Visit any authorized Titan World store. | Confirm that the outlet accepts Titan E-Gift Cards. | Select your preferred products. | Present your E-Gift Card at the billing counter. | If your purchase exceeds the Gift Card value, pay the remaining balance using another payment method.","Valid for 6 months from the date of issuance. | 24 hours delayed redemption | Redeemable at all company-authorized Titan World stores across India. | Can also be redeemed online at https://www.titan.co.in instantly. For offline redemption, the card becomes usable 8 hours after issuance. | Gift Card is single-use only. Partial redemption is not allowed. | Any unused balance will be forfeited after redemption. | Multiple Gift Cards (up to 5) can be used in a single transaction. | Not applicable on discounted products. | Cannot be clubbed with any other store offers or promotions. | Not valid for Titan Nebula collection watches. | No refund or credit note will be issued against unused or partially used Gift Cards.",2026-07-26
